年月,港口別,總計,進港,出港,進口實櫃,進口空櫃,出口實櫃,出口空櫃,轉口實櫃,轉口空櫃,國內貨櫃實櫃,國內貨櫃空櫃
200805,國際商港,1163133.25,577115.75,586017.5,287681.75,73744.75,295867,81438.75,381371,43030,0,0
200805,基隆港,190976,95195.75,95780.25,76346.5,6924,73931,10099,23155.5,520,0,0
200805,臺中港,112838,56136,56702,34817,9471,38090,3079,27347,34,0,0
200805,高雄港,858780.25,425530,433250.25,176495.25,57118.75,183561,68260.75,330868.5,42476,0,0
200805,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200805,臺北港,0,0,0,0,0,0,0,0,0,0,0
200805,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200805,安平港,539,254,285,23,231,285,0,0,0,0,0
200806,國際商港,1114963,551454,563509,274636.75,70750.25,286269.25,71408,379268.25,32630.5,0,0
200806,基隆港,180759.25,89602,91157.25,74143.5,5532.5,70749.25,10353,19668,313,0,0
200806,臺中港,102701,48962,53739,33060,5155,35355,3549,25515,67,0,0
200806,高雄港,830632.75,412453,418179.75,167330.25,59728.75,179732,57506,334085.25,32250.5,0,0
200806,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200806,臺北港,0,0,0,0,0,0,0,0,0,0,0
200806,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200806,安平港,870,437,433,103,334,433,0,0,0,0,0
200807,國際商港,1157592.75,589589.75,568003,293815.25,62563.5,274037,80345.25,407524.5,39307.25,0,0
200807,基隆港,179415,91705.75,87709.25,74291.5,6418.25,65108.25,11852,21522,223,0,0
200807,臺中港,104823,53279,51544,35274,5500,34215,3407,26300,127,0,0
200807,高雄港,872788.75,444326,428462.75,184159.75,50456.25,174426.75,65086.25,359702.5,38957.25,0,0
200807,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200807,臺北港,0,0,0,0,0,0,0,0,0,0,0
200807,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200807,安平港,566,279,287,90,189,287,0,0,0,0,0
200808,國際商港,1161146.75,564697.75,596449,268758.5,65820.25,275982,95607,408550.5,46428.5,0,0
200808,基隆港,181086,89091.75,91994.25,71059.5,7416.25,68293.25,12975,20324,1018,0,0
200808,臺中港,108897,53136,55761,33926,5282,34413,6377,28739,160,0,0
200808,高雄港,870658.75,422192,448466.75,163765,52852,173048.75,76255,359487.5,45250.5,0,0
200808,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200808,臺北港,0,0,0,0,0,0,0,0,0,0,0
200808,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200808,安平港,505,278,227,8,270,227,0,0,0,0,0
200809,國際商港,1038311.5,507423.75,530887.75,230230.75,72431,251694.75,79120,364910.25,39924.75,0,0
200809,基隆港,163720.5,82294.75,81425.75,65150.75,7934,59974.75,12094,17765,802,0,0
200809,臺中港,81907,40373,41534,26022,5833,27645,3424,18960,23,0,0
200809,高雄港,792398,384613,407785,139053,58526,163932,63602,328185.25,39099.75,0,0
200809,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200809,臺北港,0,0,0,0,0,0,0,0,0,0,0
200809,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200809,安平港,286,143,143,5,138,143,0,0,0,0,0
200810,國際商港,1064837,518271.5,546565.5,213997.75,88276.5,260699.25,78850.5,377593.75,45419.25,0,0
200810,基隆港,166147.75,83224.25,82923.5,62613.25,10907,63083.5,10189,19074,281,0,0
200810,臺中港,95754,46094,49660,25767,10806,32863,3912,22378,28,0,0
200810,高雄港,802658.25,388818.25,413840,125607.5,66438.5,164610.75,64749.5,336141.75,45110.25,0,0
200810,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200810,臺北港,0,0,0,0,0,0,0,0,0,0,0
200810,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200810,安平港,277,135,142,10,125,142,0,0,0,0,0
200811,國際商港,903782,461998.5,441783.5,190465,86548.75,222297.75,50126.25,306337,48007.25,0,0
200811,基隆港,148964.25,75871,73093.25,57564.25,10040.75,54383,10333.25,15369,1274,0,0
200811,臺中港,101115,51239,49876,23620,18723,33784,4129,20843,16,0,0
200811,高雄港,653408.75,334735.5,318673.25,109268.75,57644,133989.75,35664,270125,46717.25,0,0
200811,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200811,臺北港,0,0,0,0,0,0,0,0,0,0,0
200811,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200811,安平港,294,153,141,12,141,141,0,0,0,0,0
200812,國際商港,948009,489935.5,458073.5,187429.75,100316.75,219065,74180.5,305241,61776,0,0
200812,基隆港,138041,74186.75,63854.25,56116,10498.75,47092.5,9153.75,9391,5789,0,0
200812,臺中港,106691,56776,49915,24137,24050,32942,6639,18896,27,0,0
200812,高雄港,702731,358671.75,344059.25,107157.75,65486,138785.5,58387.75,276954,55960,0,0
200812,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200812,臺北港,0,0,0,0,0,0,0,0,0,0,0
200812,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200812,安平港,546,301,245,19,282,245,0,0,0,0,0
200901,國際商港,809565.25,406694.75,402870.5,139876.5,81206,200565.75,46757.5,291638.5,49521,0,0
200901,基隆港,104787.75,52287,52500.75,39166,6913,37313,9330.75,8593,3472,0,0
200901,臺中港,85190,42639,42551,20510,14345,32835,2742,14742,16,0,0
200901,高雄港,619129.5,311540.75,307588.75,80179.5,59741,130187.75,34684.75,268303.5,46033,0,0
200901,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200901,臺北港,0,0,0,0,0,0,0,0,0,0,0
200901,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200901,安平港,458,228,230,21,207,230,0,0,0,0,0
200902,國際商港,745250.75,373425.5,371825.25,127299,93092.5,196994.25,32142,274124.5,21598.5,0,0
200902,基隆港,111767.25,55335.5,56431.75,35585.75,9835.75,41990.75,4164,16913,3278,0,0
200902,臺中港,80849,36875,43974,17161,11418,35559,1144,15549,18,0,0
200902,高雄港,551229.5,280264,270965.5,74246.25,71580.75,119031.5,26834,241234.5,18302.5,0,0
200902,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200902,臺北港,1405,951,454,306,258,413,0,428,0,0,0
200902,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200902,安平港,0,0,0,0,0,0,0,0,0,0,0
200903,國際商港,977417.25,499517.25,477900,183398.5,131861.5,256440.75,48490.75,343829,13396.75,0,0
200903,基隆港,133831.25,68469.5,65361.75,51102,10796.5,53713.75,4941,12299,979,0,0
200903,臺中港,104116,52053,52063,24898,17622,42575,1039,17961,21,0,0
200903,高雄港,718842.25,367386,351456.25,103563.5,99752,154814.75,42508.75,305806.5,12396.75,0,0
200903,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200903,臺北港,20627.75,11608.75,9019,3835,3691,5337.25,2,7762.5,0,0,0
200903,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200903,安平港,0,0,0,0,0,0,0,0,0,0,0
200904,國際商港,982027.5,497824,484203.5,193035,110429,244479.75,55253,358427.5,20403.25,0,0
200904,基隆港,129529.25,69728.75,59800.5,51114.75,11297,47380.5,5269,13369,1099,0,0
200904,臺中港,99237,47625,51612,25790,11621,41374,1677,18768,7,0,0
200904,高雄港,727478.75,366447.25,361031.5,112606.25,87511,149589,48307,314197,15268.5,0,0
200904,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200904,臺北港,25782.5,14023,11759.5,3524,0,6136.25,0,12093.5,4028.75,0,0
200904,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200904,安平港,0,0,0,0,0,0,0,0,0,0,0
200905,國際商港,991321.25,498733.75,492587.5,212408.25,96797,256566,50036.5,354747.5,20766,0,0
200905,基隆港,138500.75,72809,65691.75,55450.5,9998,51807.75,5917.5,15155,172,0,0
200905,臺中港,97706,46855,50851,27057,12568,43132,964,13966,19,0,0
200905,高雄港,721141.5,364998.25,356143.25,123590,74231,152612,43155,311691,15862.5,0,0
200905,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200905,臺北港,33973,14071.5,19901.5,6310.75,0,9014.25,0,13935.5,4712.5,0,0
200905,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200905,安平港,0,0,0,0,0,0,0,0,0,0,0
200906,國際商港,981078.25,489666,491412.25,205260.25,88287.75,251175.75,55405.5,363871.25,17077.75,0,0
200906,基隆港,131729.75,68694.25,63035.5,53204.75,9111.5,50284.25,6800.25,12167,162,0,0
200906,臺中港,101502,50270,51232,27714,13993,42866,825,16087,17,0,0
200906,高雄港,711038.75,352366,358672.75,117074.75,63389,148348.25,46499.75,318828.25,16898.75,0,0
200906,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200906,臺北港,36807.75,18335.75,18472,7266.75,1794.25,9677.25,1280.5,16789,0,0,0
200906,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200906,安平港,0,0,0,0,0,0,0,0,0,0,0
200907,國際商港,1010849.75,500576.5,510273.25,218307.25,79355,263061.75,48898,389204.75,12023,0,0
200907,基隆港,133652.75,68550.75,65102,56083,6764.75,52359,7049,10824,573,0,0
200907,臺中港,101720,50527,51193,30738,11904,41928,1518,15620,12,0,0
200907,高雄港,730282.5,360219.5,370063,124637,57750,157258,39290.75,339908.75,11438,0,0
200907,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200907,臺北港,45194.5,21279.25,23915.25,6849.25,2936.25,11516.75,1040.25,22852,0,0,0
200907,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200907,安平港,0,0,0,0,0,0,0,0,0,0,0
200908,國際商港,1035946.5,516426.75,519519.75,222232.5,85669.75,260847.75,59222.5,392201.75,15772.25,0,0
200908,基隆港,135581,69484.25,66096.75,57887.25,6940,52808.75,8627,9226,92,0,0
200908,臺中港,103401,49636,53765,29731,12820,45893,1310,13638,9,0,0
200908,高雄港,758432.5,378917.5,379515,126848,62950.75,150557.75,48610.5,353794.25,15671.25,0,0
200908,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200908,臺北港,38532,18389,20143,7766.25,2959,11588.25,675,15543.5,0,0,0
200908,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200908,安平港,0,0,0,0,0,0,0,0,0,0,0
200909,國際商港,1028659,512028.25,516630.75,228604.25,82551.75,250580.25,70527.75,382635,13760,0,0
200909,基隆港,134222.25,71937.25,62285,60152.25,6948,48321.75,9866.25,8934,0,0,0
200909,臺中港,98587,49767,48820,31181,12154,40398,1595,13248,11,0,0
200909,高雄港,755041.75,368947.25,386094.5,128301.75,58303.75,150794,57876.25,346017,13749,0,0
200909,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200909,臺北港,40808,21376.75,19431.25,8969.25,5146,11066.5,1190.25,14436,0,0,0
200909,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200909,安平港,0,0,0,0,0,0,0,0,0,0,0
200910,國際商港,1054315,528029.75,526285.25,227399.25,89180.75,270961.25,58569.5,393394,14810.25,0,0
200910,基隆港,136348.75,69155.75,67193,56908.5,6777.25,51649.75,9936.25,10931,146,0,0
200910,臺中港,103024,50184,52840,31080,12500,45350,1256,12826,12,0,0
200910,高雄港,775144.25,389165.25,385979,131884.75,64447.5,161062.5,45628,357469.25,14652.25,0,0
200910,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200910,臺北港,39798,19524.75,20273.25,7526,5456,12899,1749.25,12167.75,0,0,0
200910,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200910,安平港,0,0,0,0,0,0,0,0,0,0,0
200911,國際商港,1023757.75,512045,511712.75,230543,91842.25,259111,60956,369168.75,12136.75,0,0
200911,基隆港,139884.75,72496.25,67388.5,61117.5,6290.75,53017.75,9501.75,8895,1062,0,0
200911,臺中港,105440,51519,53921,31331,14062,45019,2157,12855,16,0,0
200911,高雄港,743209.75,370213.75,372996,131010.25,67929.75,151807.5,47984.75,333418.75,11058.75,0,0
200911,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200911,臺北港,35223.25,17816,17407.25,7084.25,3559.75,9266.75,1312.5,14000,0,0,0
200911,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200911,安平港,0,0,0,0,0,0,0,0,0,0,0
200912,國際商港,1070087.5,540906.25,529181.25,248354.75,90918.75,269992.5,64515.75,385922.75,10383,0,0
200912,基隆港,147989,78796.25,69192.75,66826.5,6922.75,53819.5,10730.25,8855,835,0,0
200912,臺中港,113171,56058,57113,36596,12044,47601,2188,14726,16,0,0
200912,高雄港,770302,387201,383101,138416.25,66471,157218.25,49555.75,349108.75,9532,0,0
200912,花蓮港,0,0,0,0,0,0,0,0,0,0,0
200912,臺北港,38625.5,18851,19774.5,6516,5481,11353.75,2041.75,13233,0,0,0
200912,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
200912,安平港,0,0,0,0,0,0,0,0,0,0,0
201001,國際商港,1057823.5,520257.5,537566,239633.25,89321.5,276450.25,71224,364955.75,16238.75,0,0
201001,基隆港,144383,75157.5,69225.5,64322.25,6349.25,55609.75,9477.75,8418,206,0,0
201001,臺中港,109899,52603,57296,34084,13214,49373,2301,10913,14,0,0
201001,高雄港,765839.25,374463.5,391375.75,134233,64455.75,159850.25,57082.75,334198.75,16018.75,0,0
201001,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201001,臺北港,37702.25,18033.5,19668.75,6994,5302.5,11617.25,2362.5,11426,0,0,0
201001,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201001,安平港,0,0,0,0,0,0,0,0,0,0,0
201002,國際商港,835421.5,422936.5,412485,188056,72699.75,204882.25,50935,308304.5,10544,0,0
201002,基隆港,104604.5,55385.75,49218.75,47380.75,3757,36720.25,8265.5,8127,354,0,0
201002,臺中港,78222,39485,38737,25468,8310,31416,1755,11265,8,0,0
201002,高雄港,618895,311433.75,307461.25,108862.25,55657.25,127257.25,38945.75,277990.5,10182,0,0
201002,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201002,臺北港,33700,16632,17068,6345,4975.5,9488.75,1968.75,10922,0,0,0
201002,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201002,安平港,0,0,0,0,0,0,0,0,0,0,0
201003,國際商港,1085482.25,527892.25,557590,244785.75,84380.5,303973,63887,381570,6886,0,0
201003,基隆港,153020.25,77912,75108.25,65061.25,6993.75,61447.75,8264.5,11027,226,0,0
201003,臺中港,114403,53467,60936,35100,12371,52009,2581,12256,86,0,0
201003,高雄港,780649.25,379403.25,401246,138952.5,59472.75,179400.25,49420.75,346829,6574,0,0
201003,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201003,臺北港,37409.75,17110,20299.75,5672,5543,11116,3620.75,11458,0,0,0
201003,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201003,安平港,0,0,0,0,0,0,0,0,0,0,0
201004,國際商港,1096036.5,542323.75,553712.75,239756,100793,281527.75,76821.75,387431,9707,0,0
201004,基隆港,152165.25,75470.5,76694.75,62786.75,7470.75,57134.5,13702.25,10845,226,0,0
201004,臺中港,113512,55538,57974,36428,12423,49171,1794,13027,669,0,0
201004,高雄港,790819.25,391844.25,398975,133434.25,75009.25,164107,57835.75,351621,8812,0,0
201004,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201004,臺北港,39540,19471,20069,7107,5890,11115.25,3489.75,11938,0,0,0
201004,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201004,安平港,0,0,0,0,0,0,0,0,0,0,0
201005,國際商港,1123634.5,547769.25,575865.25,249422.75,94163.5,309334.25,68788.25,390329.75,11596,0,0
201005,基隆港,159619,79971.5,79647.5,66797.75,7755.75,62971.75,11190.75,10034,869,0,0
201005,臺中港,119490,57248,62242,37598,13621,54205,2299,11744,23,0,0
201005,高雄港,805130.25,393294.5,411835.75,138419,68369.5,180238.75,50761.25,356637.75,10704,0,0
201005,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201005,臺北港,39395.25,17255.25,22140,6608,4417.25,11918.75,4537.25,11914,0,0,0
201005,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201005,安平港,0,0,0,0,0,0,0,0,0,0,0
201006,國際商港,1083177.5,534555.75,548621.75,238406.25,91505,279779.25,63583.5,397233.5,12670,0,0
201006,基隆港,150545.75,79163.5,71382.25,65602,7876.5,55300.75,11078.5,10244,444,0,0
201006,臺中港,109617,55827,53790,36781,12784,45561,1930,12555,6,0,0
201006,高雄港,791334,386568.5,404765.5,129734.75,67638.25,166881.25,48124.25,366735.5,12220,0,0
201006,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201006,臺北港,31680.75,12996.75,18684,6288.5,3206.25,12036.25,2450.75,7699,0,0,0
201006,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201006,安平港,0,0,0,0,0,0,0,0,0,0,0
201007,國際商港,1072643.75,531986.25,540657.5,243161.5,90986,287279.75,56898,381982,12336.5,0,0
201007,基隆港,156322.25,80866.25,75456,67056.25,8168,57879,10744,12007,468,0,0
201007,臺中港,117549,58659,58890,37898,13863,49523,2914,13335,16,0,0
201007,高雄港,765153.5,377203.25,387950.25,131249.75,65215.75,167097.75,41879.75,347858,11852.5,0,0
201007,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201007,臺北港,33619,15257.75,18361.25,6957.5,3739.25,12780,1360.25,8782,0,0,0
201007,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201007,安平港,0,0,0,0,0,0,0,0,0,0,0
201008,國際商港,1072140.75,534918.5,537222.25,242451.5,94627.5,293094,49426.75,382289,10252,0,0
201008,基隆港,150761.75,80251,70510.75,66228,9636.5,56605.25,9503,8739,50,0,0
201008,臺中港,120312,59111,61201,38726,13788,51466,2787,13540,5,0,0
201008,高雄港,768460,380934.75,387525.25,129040,68689,173271,35649.75,351613.25,10197,0,0
201008,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201008,臺北港,32607,14621.75,17985.25,8457.5,2514,11751.75,1487,8396.75,0,0,0
201008,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201008,安平港,0,0,0,0,0,0,0,0,0,0,0
201009,國際商港,1031277.75,524045.75,507232,234921.75,92562,266197,52597.75,370575.25,14424,0,0
201009,基隆港,148376.25,78698,69678.25,65136.75,7921.25,53425.5,11517.75,9424,951,0,0
201009,臺中港,110372,56263,54109,35433,14728,45731,2746,11716,18,0,0
201009,高雄港,738958.5,374271.25,364687.25,127018.25,66181.25,154386.75,35829.5,342087.75,13455,0,0
201009,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201009,臺北港,33571,14813.5,18757.5,7333.75,3731.5,12653.75,2504.5,7347.5,0,0,0
201009,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201009,安平港,0,0,0,0,0,0,0,0,0,0,0
201010,國際商港,1030094.75,517413,512681.75,233723.25,89182.25,286800.5,49959,360166.75,10263,0,0
201010,基隆港,140093.75,71775,68318.75,59485.5,7404.5,55808.25,7569.5,9682,144,0,0
201010,臺中港,121663,59200,62463,37771,15407,53174,3220,12059,32,0,0
201010,高雄港,732516,369009.75,363506.25,127453,62480.25,165682.75,37092.25,329720.75,10087,0,0
201010,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201010,臺北港,35822,17428.25,18393.75,9013.75,3890.5,12135.5,2077.25,8705,0,0,0
201010,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201010,安平港,0,0,0,0,0,0,0,0,0,0,0
201011,國際商港,1103774,558978.75,544795.25,260351.5,89508.5,287119,55181.75,397947.75,13665.5,0,0
201011,基隆港,151885.5,81640.75,70244.75,70415.5,6717.25,56768.25,9183.5,8688,113,0,0
201011,臺中港,116153,58379,57774,37807,14815,50246,2174,11088,23,0,0
201011,高雄港,797312.25,401012.25,396300,141649.5,64589.25,165402.25,41530.5,370611.25,13529.5,0,0
201011,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201011,臺北港,38423.25,17946.75,20476.5,10479.5,3387,14702.5,2293.75,7560.5,0,0,0
201011,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201011,安平港,0,0,0,0,0,0,0,0,0,0,0
201012,國際商港,1145300,585905.25,559394.75,273820.75,100125.75,288057,64416.5,404893,13987,0,0
201012,基隆港,152122.5,82482.25,69640.25,70399.25,6949,53883.25,10709,9784,398,0,0
201012,臺中港,125760,65370,60390,42573,15009,51618,1922,14601,37,0,0
201012,高雄港,826143.25,417601.5,408541.75,148622.5,74282.75,168505.5,48967.5,372213,13552,0,0
201012,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201012,臺北港,41274.25,20451.5,20822.75,12226,3885,14050.25,2818,8295,0,0,0
201012,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201012,安平港,0,0,0,0,0,0,0,0,0,0,0
201101,國際商港,1098405.75,557902.25,540503.5,262446.5,89127.75,287879,69138.75,379605.25,10208.5,0,0
201101,基隆港,148839.5,77918,70921.5,68228.5,4926.5,54046.25,12240.25,8428,970,0,0
201101,臺中港,117312,60193,57119,39989,13850,48379,2668,12401,25,0,0
201101,高雄港,792302.25,399642.75,392659.5,141199.75,67368,172183.5,51687.25,350650.25,9213.5,0,0
201101,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201101,臺北港,39952,20148.5,19803.5,13029.25,2983.25,13270.25,2543.25,8126,0,0,0
201101,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201101,安平港,0,0,0,0,0,0,0,0,0,0,0
201102,國際商港,916425.25,450906.75,465518.5,194255.25,78527.75,238410.25,49161.75,348020.75,8049.5,0,0
201102,基隆港,107250.25,54087.75,53162.5,44143.75,5329,43276.5,5555,7981,965,0,0
201102,臺中港,97603,45999,51604,29773,9970,43761,1649,12436,14,0,0
201102,高雄港,677684.5,333338.25,344346.25,110323.25,59380.25,140163.25,40484.5,320262.75,7070.5,0,0
201102,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201102,臺北港,33887.5,17481.75,16405.75,10015.25,3848.5,11209.5,1473.25,7341,0,0,0
201102,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201102,安平港,0,0,0,0,0,0,0,0,0,0,0
201103,國際商港,1129484,562602.5,566881.5,258046,99554.5,307330.5,58048.25,395789.75,10715,0,0
201103,基隆港,154125.5,81456.25,72669.25,65853.5,9397.75,58728.75,8953.5,10884,308,0,0
201103,臺中港,122270,61871,60399,40485,14990,51992,1653,13102,48,0,0
201103,高雄港,808785.25,398280.75,410504.5,139163.25,71159.5,180574,44966.75,362562.75,10359,0,0
201103,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201103,臺北港,44303.25,20994.5,23308.75,12544.25,4007.25,16035.75,2475,9241,0,0,0
201103,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201103,安平港,0,0,0,0,0,0,0,0,0,0,0
201104,國際商港,1139135.75,582091.75,557044,275269,91752.75,295454.25,63414.25,398184.75,15060.75,0,0
201104,基隆港,157887.25,83327.5,74559.75,69221,8743.5,59334.75,8991,11016,581,0,0
201104,臺中港,121811,61534,60277,40510,14178,51907,2387,12808,21,0,0
201104,高雄港,815500.25,416695.75,398804.5,152274,65561.75,169425.25,47113.75,366666.75,14458.75,0,0
201104,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201104,臺北港,43937.25,20534.5,23402.75,13264,3269.5,14787.25,4922.5,7694,0,0,0
201104,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201104,安平港,0,0,0,0,0,0,0,0,0,0,0
201105,國際商港,1209299.25,600305.25,608994,271046,102951.25,318405.75,79201.5,420766.75,16928,0,0
201105,基隆港,152191.25,79286.25,72905,66734.75,8312.5,57109.5,11271.5,8257,506,0,0
201105,臺中港,112802,55973,56829,37409,12700,49286,2059,11317,31,0,0
201105,高雄港,901448,443755.75,457692.25,152175.75,79863,198520.25,61915.25,392582.75,16391,0,0
201105,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201105,臺北港,42858,21290.25,21567.75,14726.5,2075.75,13490,3955.75,8610,0,0,0
201105,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201105,安平港,0,0,0,0,0,0,0,0,0,0,0
201106,國際商港,1126107.5,560754.25,565353.25,251546.75,95607.75,286685,75323.5,401264.25,15680.25,0,0
201106,基隆港,153204.25,81239,71965.25,66919.5,9782.5,55641.5,12009.75,8291,560,0,0
201106,臺中港,113383,57296,56087,38646,11736,45682,4169,13125,25,0,0
201106,高雄港,794856,389919.5,404936.5,130555.75,68017.75,168308.75,52809.75,360068.75,15095.25,0,0
201106,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201106,臺北港,64664.25,32299.75,32364.5,15425.5,6071.5,17052.75,6335,19779.5,0,0,0
201106,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201106,安平港,0,0,0,0,0,0,0,0,0,0,0
201107,國際商港,1145758,567897.75,577860.25,259809.5,87003.5,298270.25,72062.75,416320,12292,0,0
201107,基隆港,154568.75,78529.75,76039,66644.25,6044.5,56678.5,13712.5,10824,665,0,0
201107,臺中港,122382,59041,63341,40984,10125,52721,3373,15160,19,0,0
201107,高雄港,802563.5,400281.75,402281.75,138628.75,66338.75,171064.75,47963.25,366960,11608,0,0
201107,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201107,臺北港,66243.75,30045.25,36198.5,13552.5,4495.25,17806,7014,23376,0,0,0
201107,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201107,安平港,0,0,0,0,0,0,0,0,0,0,0
201108,國際商港,1124891,560278.75,564612.25,247889.5,94748,286811.75,65082.75,419776.5,10582.5,0,0
201108,基隆港,145638.75,76612,69026.75,63558.5,7729.5,52911.5,10950.25,10179,310,0,0
201108,臺中港,110118,54044,56074,36540,10675,46577,3169,13139,18,0,0
201108,高雄港,803449.5,397621.25,405828.25,132778.5,70410.25,171982.25,43737.5,374286.5,10254.5,0,0
201108,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201108,臺北港,65684.75,32001.5,33683.25,15012.5,5933.25,15341,7226,22172,0,0,0
201108,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201108,安平港,0,0,0,0,0,0,0,0,0,0,0
201109,國際商港,1088942.5,549825.25,539117.25,255206,88534.75,275682.5,64505.75,392512,12501.5,0,0
201109,基隆港,143690.75,75310.25,68380.5,63767,6563.25,51302.25,12060.25,9007,991,0,0
201109,臺中港,111604,56456,55148,39468,10809,44961,2998,13347,21,0,0
201109,高雄港,767783,385531,382252,136853.5,65447.5,162995.75,43705.25,347291.5,11489.5,0,0
201109,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201109,臺北港,65864.75,32528,33336.75,15117.5,5715,16423.5,5742.25,22866.5,0,0,0
201109,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201109,安平港,0,0,0,0,0,0,0,0,0,0,0
201110,國際商港,1152852,584368.25,568483.75,259490,97791.75,294303,66822,420233.25,14212,0,0
201110,基隆港,146552.75,75842.75,70710,61903.5,7724.25,53782.75,11248.25,11030,864,0,0
201110,臺中港,119504,57691,61813,38347,13144,50438,2366,15193,16,0,0
201110,高雄港,828062.5,422233,405829.5,146525,72950.25,174265.25,48784,372206,13332,0,0
201110,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201110,臺北港,58732.75,28601.5,30131.25,12714.5,3973.25,15817,4423.75,21804.25,0,0,0
201110,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201110,安平港,0,0,0,0,0,0,0,0,0,0,0
201111,國際商港,1138270.5,573750,564520.5,258641.25,91664,276506.5,69945.75,426807,14706,0,0
201111,基隆港,144108.5,77025.5,67083,61493.75,10253.75,49385.25,11872.75,9723,1380,0,0
201111,臺中港,112274,55388,56886,36102,12585,44648,3412,15508,19,0,0
